selling_type,address,city,region,postal_code,price
['Pre-foreclosure'],['5th Ave Apt 25C'],['New York'],['NY'],['10016'],"['$760,000']"
['Pre-foreclosure'],['W 127th St'],['New York'],['NY'],['10027'],"['$1,954,000']"
['Pre-foreclosure'],['E 37th St Apt 10A'],['New York'],['NY'],['10016'],"['$981,000']"
['Pre-foreclosure'],['Malcolm X Blvd'],['New York'],['NY'],['10027'],"['$1,820,000']"
['Pre-foreclosure'],['W 122nd St'],['New York'],['NY'],['10027'],"['$1,440,000']"
['Pre-foreclosure'],['Beekman St'],['New York'],['NY'],['10038'],"['$1,965,000']"
['Pre-foreclosure'],['E 37th St Apt 19B'],['New York'],['NY'],['10016'],"['$761,000']"
['Pre-foreclosure'],['E 64th St'],['New York'],['NY'],['10065'],"['$722,000']"
['Pre-foreclosure'],['W 142nd St'],['New York'],['NY'],['10031'],"['$1,326,000']"
['Pre-foreclosure'],['W 42nd St Apt 2E'],['New York'],['NY'],['10036'],"['$842,000']"
['Pre-foreclosure'],['E 70th St Apt 8B'],['New York'],['NY'],['10021'],"['$763,000']"
['Pre-foreclosure'],['Pine St Apt 12S'],['New York'],['NY'],['10005'],"['$1,109,000']"
['Pre-foreclosure'],['11th Ave Apt 6B'],['New York'],['NY'],['10011'],"['$1,955,000']"
['Pre-foreclosure'],['W 148th St'],['New York'],['NY'],['10031'],"['$1,610,000']"
['Pre-foreclosure'],['5th Ave'],['New York'],['NY'],['10035'],"['$1,369,000']"
['Pre-foreclosure'],['Bowery Apt 2'],['New York'],['NY'],['10012'],"['$1,947,000']"
['Pre-foreclosure'],['3rd Ave'],['New York'],['NY'],['10029'],['N/A']
['Pre-foreclosure'],['W 122nd St Apt 3A'],['New York'],['NY'],['10027'],"['$515,000']"
['Pre-foreclosure'],['E 54th St Apt 5H'],['New York'],['NY'],['10022'],"['$790,000']"
['Pre-foreclosure'],['E 46th St Apt 2F'],['New York'],['NY'],['10017'],"['$474,000']"
['Pre-foreclosure'],['W 25th St'],['New York'],['NY'],['10001'],"['$1,576,000']"
['Pre-foreclosure'],['E 91st St'],['New York'],['NY'],['10128'],"['$1,965,000']"
['Pre-foreclosure'],['Saint Nicholas Ave'],['New York'],['NY'],['10032'],['N/A']
['Pre-foreclosure'],['W 159th St'],['New York'],['NY'],['10032'],"['$1,797,000']"
['Pre-foreclosure'],['Broad St Apt 802'],['New York'],['NY'],['10005'],"['$1,624,000']"
['Pre-foreclosure'],['W 119th St Apt 3'],['New York'],['NY'],['10026'],"['$1,404,000']"
['Pre-foreclosure'],['Thompson St'],['New York'],['NY'],['10012'],"['$1,797,000']"
['Pre-foreclosure'],['E 120th St Apt 1F'],['New York'],['NY'],['10035'],"['$685,000']"
['Pre-foreclosure'],['W 42nd St Apt 58E'],['New York'],['NY'],['10036'],"['$1,004,000']"
['Pre-foreclosure'],['Adam Clayton Powell Jr Blvd'],['New York'],['NY'],['10027'],"['$1,182,000']"
['Pre-foreclosure'],['W 112th St'],['New York'],['NY'],['10025'],"['$528,000']"
['Pre-foreclosure'],['Park Ave Apt 14K'],['New York'],['NY'],['10022'],"['$1,207,000']"
['Pre-foreclosure'],['E 76th St Apt 7B'],['New York'],['NY'],['10021'],"['$1,463,000']"
['Pre-foreclosure'],['W 19th St Apt 6E'],['New York'],['NY'],['10011'],"['$863,000']"
['Pre-foreclosure'],['E 40th St Apt 11F'],['New York'],['NY'],['10016'],"['$733,000']"
['Pre-foreclosure'],['E 131st St'],['New York'],['NY'],['10037'],"['$1,918,000']"
['Pre-foreclosure'],['E 53rd St Apt 6G'],['New York'],['NY'],['10022'],"['$929,000']"
['Pre-foreclosure'],['W 116th St PH A1210'],['New York'],['NY'],['10026'],"['$1,690,000']"
['Pre-foreclosure'],['E 79th St'],['New York'],['NY'],['10075'],"['$728,000']"
['Pre-foreclosure'],['E 72nd St Apt 31F'],['New York'],['NY'],['10021'],"['$750,000']"
['Pre-foreclosure'],['W 25th St'],['New York'],['NY'],['10001'],"['$1,438,000']"
['Pre-foreclosure'],['W 27th St Ste 401'],['New York'],['NY'],['10001'],"['$1,257,000']"
['Pre-foreclosure'],['Saint Nicholas Ave Apt 3H'],['New York'],['NY'],['10026'],"['$689,000']"
['Pre-foreclosure'],['E 87th St Apt E6H'],['New York'],['NY'],['10128'],"['$1,022,000']"
['Pre-foreclosure'],['E 64th St Apt 21L'],['New York'],['NY'],['10065'],"['$2,149,000']"
['Pre-foreclosure'],['W 129th St'],['New York'],['NY'],['10027'],"['$1,747,000']"
['Pre-foreclosure'],['W 132nd St'],['New York'],['NY'],['10027'],"['$1,588,000']"
['Pre-foreclosure'],['W 53rd St Apt 3H'],['New York'],['NY'],['10019'],"['$930,000']"
['Pre-foreclosure'],['Broad St Apt 2332'],['New York'],['NY'],['10005'],"['$1,261,000']"
['Pre-foreclosure'],['E 70th St'],['New York'],['NY'],['10021'],['N/A']
['Pre-foreclosure'],['W 139th St'],['New York'],['NY'],['10030'],"['$2,138,000']"
['Pre-foreclosure'],['W 139th St'],['New York'],['NY'],['10030'],"['$1,336,000']"
['Pre-foreclosure'],['W 139th St'],['New York'],['NY'],['10030'],"['$1,460,000']"
['Pre-foreclosure'],['W 55th St Apt 4D'],['New York'],['NY'],['10019'],"['$677,000']"
['Pre-foreclosure'],['E 84th St Apt 6D1'],['New York'],['NY'],['10028'],"['$1,605,000']"
['Pre-foreclosure'],['Riverside Blvd Apt 32A'],['New York'],['NY'],['10069'],"['$2,755,000']"
['Pre-foreclosure'],['3rd Ave Apt 17J'],['New York'],['NY'],['10128'],"['$882,000']"
['Pre-foreclosure'],['E 57th St Apt 6D'],['New York'],['NY'],['10022'],"['$1,856,000']"
['Pre-foreclosure'],['Mount Morris Park W'],['New York'],['NY'],['10027'],"['$2,245,000']"
['Pre-foreclosure'],['Rector Pl Apt 7O'],['New York'],['NY'],['10280'],"['$563,000']"
['Pre-foreclosure'],['E 106th St'],['New York'],['NY'],['10029'],"['$1,637,000']"
['Pre-foreclosure'],['W 169th St'],['New York'],['NY'],['10032'],"['$1,029,000']"
['Pre-foreclosure'],['E 47th St Apt 7H'],['New York'],['NY'],['10017'],"['$688,000']"
['Pre-foreclosure'],['E 36th St Ste 304'],['New York'],['NY'],['10016'],"['$796,000']"
['Pre-foreclosure'],['5th Ave'],['New York'],['NY'],['10022'],"['$2,297,000']"
['Pre-foreclosure'],['W 83rd St'],['New York'],['NY'],['10024'],"['$1,965,000']"
['Pre-foreclosure'],['Market St Apt 10A'],['New York'],['NY'],['10002'],"['$745,000']"
['Pre-foreclosure'],['E 117th St'],['New York'],['NY'],['10035'],['N/A']
['Pre-foreclosure'],['E 117th St Apt 6A'],['New York'],['NY'],['10035'],"['$696,000']"
['Pre-foreclosure'],['E 117th St Apt 5A'],['New York'],['NY'],['10035'],"['$755,000']"
['Pre-foreclosure'],['E 117th St Apt 4B'],['New York'],['NY'],['10035'],"['$607,000']"
['Pre-foreclosure'],['E 48th St Apt 6K'],['New York'],['NY'],['10017'],"['$484,000']"
['Pre-foreclosure'],['Norfolk St'],['New York'],['NY'],['10002'],['N/A']
['Pre-foreclosure'],['E 32nd St Apt 28B'],['New York'],['NY'],['10016'],"['$2,082,000']"
['Pre-foreclosure'],['E 84th St'],['New York'],['NY'],['10028'],"['$1,965,000']"
['Pre-foreclosure'],['W 46th St'],['New York'],['NY'],['10036'],"['$1,893,000']"
['Pre-foreclosure'],['W 42nd St Apt 57D'],['New York'],['NY'],['10036'],"['$1,766,000']"
['Pre-foreclosure'],['E 49th St Apt 2F'],['New York'],['NY'],['10017'],"['$1,421,000']"
['Pre-foreclosure'],['W 71st St'],['New York'],['NY'],['10023'],"['$648,000']"
['Pre-foreclosure'],['W 141st St'],['New York'],['NY'],['10031'],"['$1,375,000']"
['Pre-foreclosure'],['West St Apt 30B'],['New York'],['NY'],['10004'],"['$2,219,000']"
['Pre-foreclosure'],['Central Park W Apt 6K'],['New York'],['NY'],['10025'],"['$1,177,000']"
['Pre-foreclosure'],['Park Ave Apt 7B'],['New York'],['NY'],['10065'],"['$2,214,000']"
['Pre-foreclosure'],['E 30th St Apt 11H'],['New York'],['NY'],['10016'],"['$514,000']"
['Pre-foreclosure'],['W 83rd St Apt 9H'],['New York'],['NY'],['10024'],"['$1,407,000']"
['Pre-foreclosure'],['Wall St Apt 714'],['New York'],['NY'],['10005'],"['$650,000']"
['Pre-foreclosure'],['E 37th St Apt 14K'],['New York'],['NY'],['10016'],"['$752,000']"
['Pre-foreclosure'],['E 62nd St Apt 3D'],['New York'],['NY'],['10065'],"['$1,149,000']"
['Pre-foreclosure'],['E 56th St Apt 1B'],['New York'],['NY'],['10022'],['N/A']
['Pre-foreclosure'],['E 126th St'],['New York'],['NY'],['10035'],"['$1,416,000']"
['Pre-foreclosure'],['E 87th St'],['New York'],['NY'],['10128'],"['$794,000']"
['Pre-foreclosure'],['E 38th St Apt 9L'],['New York'],['NY'],['10016'],"['$1,050,000']"
['Pre-foreclosure'],['W End Ave Apt 5H'],['New York'],['NY'],['10023'],"['$1,938,000']"
['Pre-foreclosure'],['E 61st St'],['New York'],['NY'],['10065'],"['$2,057,000']"
['Pre-foreclosure'],['Riverside Blvd Apt 16B'],['New York'],['NY'],['10069'],"['$1,862,000']"
['Pre-foreclosure'],['W 138th St'],['New York'],['NY'],['10030'],"['$2,154,000']"
['Pre-foreclosure'],['Broadway'],['New York'],['NY'],['10001'],['N/A']
['Pre-foreclosure'],['W 147th St'],['New York'],['NY'],['10031'],"['$1,792,000']"
['Pre-foreclosure'],['E 61st St PH 3'],['New York'],['NY'],['10065'],"['$1,600,000']"
['Pre-foreclosure'],['Wall St Apt 712'],['New York'],['NY'],['10005'],"['$580,000']"
['Pre-foreclosure'],['John St Apt 7I'],['New York'],['NY'],['10038'],"['$1,195,000']"
['Pre-foreclosure'],['E 76th St Apt 21G'],['New York'],['NY'],['10021'],"['$1,154,000']"
['Pre-foreclosure'],['1st Ave'],['New York'],['NY'],['10022'],['N/A']
['Pre-foreclosure'],['Riverside Blvd Apt 10T'],['New York'],['NY'],['10069'],"['$1,386,000']"
['Pre-foreclosure'],['Broad St Apt 23H'],['New York'],['NY'],['10004'],"['$1,527,000']"
['Pre-foreclosure'],['W 11th St'],['New York'],['NY'],['10014'],"['$2,455,000']"
['Pre-foreclosure'],['W 94th St'],['New York'],['NY'],['10025'],"['$2,179,000']"
['Pre-foreclosure'],['5th Ave'],['New York'],['NY'],['10028'],"['$2,304,000']"
['Pre-foreclosure'],['E 64th St'],['New York'],['NY'],['10065'],"['$941,000']"
['Pre-foreclosure'],['E 34th St Apt 10C'],['New York'],['NY'],['10016'],"['$514,000']"
['Pre-foreclosure'],['W 122nd St'],['New York'],['NY'],['10027'],"['$2,269,000']"
['Pre-foreclosure'],['E 69th St'],['New York'],['NY'],['10021'],"['$1,333,000']"
['Pre-foreclosure'],['W 121st St'],['New York'],['NY'],['10027'],"['$2,014,000']"
['Pre-foreclosure'],['Central Park S'],['New York'],['NY'],['10019'],"['$1,012,000']"
['Pre-foreclosure'],['Greenwich St Apt 2F'],['New York'],['NY'],['10013'],"['$2,395,000']"
['Pre-foreclosure'],['West St Apt 22A'],['New York'],['NY'],['10004'],"['$2,219,000']"
['Pre-foreclosure'],['W 132nd St'],['New York'],['NY'],['10037'],"['$1,011,000']"
['Pre-foreclosure'],['Central Park S'],['New York'],['NY'],['10019'],"['$1,610,000']"
['Pre-foreclosure'],['W 53rd St'],['New York'],['NY'],['10019'],"['$1,861,000']"
['Pre-foreclosure'],['W 46th St Apt 3804'],['New York'],['NY'],['10036'],"['$1,362,000']"
['Pre-foreclosure'],['Park Ave Apt 9D'],['New York'],['NY'],['10065'],"['$903,000']"
['Pre-foreclosure'],['Park Ave Apt 9C'],['New York'],['NY'],['10065'],"['$2,482,000']"
['Pre-foreclosure'],['W 26th St'],['New York'],['NY'],['10001'],"['$1,151,000']"
['Pre-foreclosure'],['E 119th St'],['New York'],['NY'],['10035'],"['$2,276,000']"
['Pre-foreclosure'],['Adam C Powell Blvd'],['New York'],['NY'],['10039'],"['$1,329,000']"
['Pre-foreclosure'],['Adam C Powell Blvd'],['New York'],['NY'],['10039'],"['$1,301,000']"
['Pre-foreclosure'],['W 89th St Apt 6F'],['New York'],['NY'],['10024'],"['$2,090,000']"
['Pre-foreclosure'],['W 167th St'],['New York'],['NY'],['10032'],"['$1,427,000']"
['Pre-foreclosure'],['W 161st St'],['New York'],['NY'],['10032'],"['$1,484,000']"
['Pre-foreclosure'],['Greenwich St'],['New York'],['NY'],['10013'],"['$2,693,000']"
['Pre-foreclosure'],['W 72nd St'],['New York'],['NY'],['10023'],['N/A']
['Pre-foreclosure'],['W 147th St'],['New York'],['NY'],['10031'],"['$1,656,000']"
['Pre-foreclosure'],['Central Park W Apt 6X'],['New York'],['NY'],['10025'],"['$1,044,000']"
['Pre-foreclosure'],['Chambers St Apt 5J'],['New York'],['NY'],['10007'],"['$1,062,000']"
['Pre-foreclosure'],['W 128th St'],['New York'],['NY'],['10027'],"['$526,000']"
['Pre-foreclosure'],['E 120th St'],['New York'],['NY'],['10035'],"['$1,861,000']"
['Pre-foreclosure'],['W 115th St Apt 8B'],['New York'],['NY'],['10026'],"['$1,565,000']"
['Pre-foreclosure'],['E 57th St Apt 26F'],['New York'],['NY'],['10022'],"['$582,000']"
['Pre-foreclosure'],['Irving Pl Apt P14B'],['New York'],['NY'],['10003'],"['$1,303,000']"
['Pre-foreclosure'],['Broadway Apt 20D'],['New York'],['NY'],['10019'],"['$981,000']"
['Pre-foreclosure'],['Horatio St'],['New York'],['NY'],['10014'],"['$1,763,000']"
['Pre-foreclosure'],['Horatio St'],['New York'],['NY'],['10014'],"['$1,763,000']"
['Pre-foreclosure'],['5th Ave'],['New York'],['NY'],['10016'],"['$1,259,000']"
['Pre-foreclosure'],['Chambers St Apt 3L'],['New York'],['NY'],['10007'],"['$940,000']"
['Pre-foreclosure'],['W 129th St'],['New York'],['NY'],['10027'],"['$1,657,000']"
['Pre-foreclosure'],['E 60th St Apt 10F'],['New York'],['NY'],['10022'],"['$509,000']"
['Pre-foreclosure'],['Chambers St Apt 7N'],['New York'],['NY'],['10007'],"['$940,000']"
['Pre-foreclosure'],['Central Park W Apt 5T'],['New York'],['NY'],['10025'],"['$718,000']"
['Pre-foreclosure'],['3rd Ave Apt 25E'],['New York'],['NY'],['10128'],"['$509,000']"
['Pre-foreclosure'],['E 24th St Apt 4E'],['New York'],['NY'],['10010'],"['$819,000']"
['Pre-foreclosure'],['W 42nd St Apt 38H'],['New York'],['NY'],['10036'],"['$1,077,000']"
['Pre-foreclosure'],['E 79th St'],['New York'],['NY'],['10075'],['N/A']
['Pre-foreclosure'],['1st Ave Apt 15N'],['New York'],['NY'],['10016'],"['$1,082,000']"
['Pre-foreclosure'],['W 89th St Apt 12D'],['New York'],['NY'],['10024'],"['$2,156,000']"
['Pre-foreclosure'],['W 132nd St'],['New York'],['NY'],['10037'],"['$1,382,000']"
['Pre-foreclosure'],['E 54th St Apt 11F'],['New York'],['NY'],['10022'],"['$479,000']"
['Pre-foreclosure'],['W 131st St'],['New York'],['NY'],['10027'],"['$2,116,000']"
['Pre-foreclosure'],['W 57th St Apt 8C'],['New York'],['NY'],['10019'],"['$2,045,000']"
['Pre-foreclosure'],['E 55th St Apt 20B'],['New York'],['NY'],['10022'],"['$640,000']"
['Pre-foreclosure'],['7th Ave Apt 12W'],['New York'],['NY'],['10001'],"['$2,097,000']"
['Pre-foreclosure'],['Saint Nicholas Ave Apt 2G'],['New York'],['NY'],['10026'],"['$696,000']"
['Pre-foreclosure'],['W 119th St'],['New York'],['NY'],['10026'],"['$1,816,000']"
['Pre-foreclosure'],['Greenwich St'],['New York'],['NY'],['10006'],['N/A']
['Pre-foreclosure'],['5th Ave Apt 33C'],['New York'],['NY'],['10022'],"['$1,744,000']"
['Pre-foreclosure'],['W 48th St'],['New York'],['NY'],['10036'],['N/A']
['Pre-foreclosure'],['Broadway Apt 12C'],['New York'],['NY'],['10023'],"['$851,000']"
['Pre-foreclosure'],['Amsterdam Ave'],['New York'],['NY'],['10032'],"['$1,065,000']"
['Pre-foreclosure'],['5th Ave Apt 18E'],['New York'],['NY'],['10035'],"['$1,082,000']"
['Pre-foreclosure'],['West St'],['New York'],['NY'],['10004'],"['$2,219,000']"
['Pre-foreclosure'],['W 22nd St Apt 3'],['New York'],['NY'],['10011'],"['$1,601,000']"
['Pre-foreclosure'],['Edgecombe Ave'],['New York'],['NY'],['10030'],"['$1,580,000']"
['Pre-foreclosure'],['W 120th St'],['New York'],['NY'],['10027'],"['$2,226,000']"
['Pre-foreclosure'],['E 65th St Apt 18L'],['New York'],['NY'],['10065'],"['$1,647,000']"
['Pre-foreclosure'],['3rd Ave Apt 36E'],['New York'],['NY'],['10128'],"['$496,000']"
['Pre-foreclosure'],['West St Apt 19J'],['New York'],['NY'],['10004'],"['$2,219,000']"
['Pre-foreclosure'],['E 34th St Apt 14J'],['New York'],['NY'],['10016'],"['$763,000']"
['Pre-foreclosure'],['Frederick Douglass Blvd Apt 2H'],['New York'],['NY'],['10030'],"['$595,000']"
['Pre-foreclosure'],['Hamilton Ter'],['New York'],['NY'],['10031'],"['$1,656,000']"
['Pre-foreclosure'],['W 138th St'],['New York'],['NY'],['10030'],"['$2,363,000']"
['Pre-foreclosure'],['W 137th St'],['New York'],['NY'],['10030'],"['$1,950,000']"
['Pre-foreclosure'],['E 12th St'],['New York'],['NY'],['10003'],"['$1,477,000']"
['Pre-foreclosure'],['E 12th St'],['New York'],['NY'],['10003'],"['$1,378,000']"
['Pre-foreclosure'],['W 23rd St Apt 6J'],['New York'],['NY'],['10011'],"['$639,000']"
['Pre-foreclosure'],['E 33rd St Apt 20G'],['New York'],['NY'],['10016'],"['$540,000']"
['Pre-foreclosure'],['E 6th St'],['New York'],['NY'],['10003'],"['$1,413,000']"
['Pre-foreclosure'],['E 5th St'],['New York'],['NY'],['10003'],"['$1,434,000']"
['Pre-foreclosure'],['E 5th St'],['New York'],['NY'],['10003'],"['$1,429,000']"
['Pre-foreclosure'],['W 117th St'],['New York'],['NY'],['10026'],"['$1,425,000']"
['Pre-foreclosure'],['E 7th St'],['New York'],['NY'],['10003'],"['$2,322,000']"
['Pre-foreclosure'],['E 12th St'],['New York'],['NY'],['10009'],"['$1,578,000']"
['Pre-foreclosure'],['E 10th St'],['New York'],['NY'],['10009'],"['$1,076,000']"
['Pre-foreclosure'],['E 5th St'],['New York'],['NY'],['10003'],"['$1,309,000']"
['Pre-foreclosure'],['E 5th St'],['New York'],['NY'],['10003'],"['$1,467,000']"
['Pre-foreclosure'],['E 12th St'],['New York'],['NY'],['10009'],"['$1,639,000']"
['Pre-foreclosure'],['E 5th St'],['New York'],['NY'],['10003'],"['$1,466,000']"
['Pre-foreclosure'],['Frederick Douglass Blvd Apt 4C'],['New York'],['NY'],['10030'],"['$669,000']"
['Pre-foreclosure'],['E 72nd St'],['New York'],['NY'],['10021'],"['$2,079,000']"
['Pre-foreclosure'],['Reade St Ofc A'],['New York'],['NY'],['10013'],"['$2,053,000']"
['Pre-foreclosure'],['7th Ave Apt 7R'],['New York'],['NY'],['10011'],"['$794,000']"
['Pre-foreclosure'],['W 58th St Apt 1C'],['New York'],['NY'],['10019'],['N/A']
['Pre-foreclosure'],['W 145th St'],['New York'],['NY'],['10031'],"['$2,024,000']"
['Pre-foreclosure'],['Jane St'],['New York'],['NY'],['10014'],"['$2,236,000']"
['Pre-foreclosure'],['E 87th St Apt P4A'],['New York'],['NY'],['10128'],"['$2,541,000']"
['Pre-foreclosure'],['Riverside Blvd Apt 12M'],['New York'],['NY'],['10069'],"['$2,159,000']"
['Pre-foreclosure'],['W 187th St'],['New York'],['NY'],['10033'],"['$2,509,000']"
['Pre-foreclosure'],['Greenwich St'],['New York'],['NY'],['10014'],"['$2,565,000']"
['Pre-foreclosure'],['E 76th St'],['New York'],['NY'],['10021'],"['$1,793,000']"
['Pre-foreclosure'],['W End Ave Apt 23C'],['New York'],['NY'],['10023'],"['$1,922,000']"
['Pre-foreclosure'],['E 6th St Apt 6D'],['New York'],['NY'],['10009'],"['$1,843,000']"
['Pre-foreclosure'],['E 12th St Apt 4C'],['New York'],['NY'],['10003'],"['$1,194,000']"
['Pre-foreclosure'],['W 42nd St Apt 24F'],['New York'],['NY'],['10036'],"['$1,592,000']"
['Pre-foreclosure'],['W 133rd St'],['New York'],['NY'],['10030'],"['$583,000']"
['Pre-foreclosure'],['Riverside Blvd Apt 12M'],['New York'],['NY'],['10069'],"['$1,021,000']"
['Pre-foreclosure'],['W 131st St'],['New York'],['NY'],['10037'],"['$847,000']"
['Pre-foreclosure'],['W 129th St'],['New York'],['NY'],['10027'],"['$1,738,000']"
['Pre-foreclosure'],['W 110th St Apt 11K'],['New York'],['NY'],['10026'],"['$596,000']"
['Pre-foreclosure'],['5th Ave Apt 2D'],['New York'],['NY'],['10010'],"['$1,682,000']"
['Pre-foreclosure'],['W 118th St'],['New York'],['NY'],['10026'],['N/A']
['Pre-foreclosure'],['E 49th St'],['New York'],['NY'],['10017'],"['$1,479,000']"
['Pre-foreclosure'],['Woodland Dr'],['North Sea'],['NY'],['10001'],['N/A']
['Pre-foreclosure'],['W 121st St'],['New York'],['NY'],['10027'],"['$2,254,000']"
['Pre-foreclosure'],['5th Ave Apt 6E'],['New York'],['NY'],['10010'],"['$1,996,000']"
['Pre-foreclosure'],['St Nicholas Ave'],['New York'],['NY'],['10026'],['N/A']
['Pre-foreclosure'],['W 138th St'],['New York'],['NY'],['10030'],"['$1,567,000']"
['Pre-foreclosure'],['E 49th St'],['New York'],['NY'],['10017'],['N/A']
['Pre-foreclosure'],['W 122nd St'],['New York'],['NY'],['10027'],['N/A']
['Pre-foreclosure'],['Manhattan Ave'],['New York'],['NY'],['10025'],"['$788,000']"
['Pre-foreclosure'],['W 135th St Apt 11D'],['New York'],['NY'],['10030'],"['$732,000']"
['Pre-foreclosure'],['Barrow St'],['New York'],['NY'],['10014'],['N/A']
['Pre-foreclosure'],['Bethune St'],['New York'],['NY'],['10014'],"['$2,263,000']"
['Pre-foreclosure'],['W 78th St'],['New York'],['NY'],['10024'],"['$1,423,000']"
['Pre-foreclosure'],['West 57th Street'],['New York'],['NY'],['10019'],['N/A']
['Pre-foreclosure'],['W 50th St'],['New York'],['NY'],['10019'],['N/A']
['Pre-foreclosure'],['9th Ave Apt 9A'],['New York'],['NY'],['10001'],"['$1,810,000']"
['Pre-foreclosure'],['Centre St'],['New York'],['NY'],['10007'],"['$91,278']"
['Pre-foreclosure'],['Rector Pl Apt 31M'],['New York'],['NY'],['10280'],"['$552,000']"
['Pre-foreclosure'],['Pine St'],['New York'],['NY'],['10005'],"['$703,000']"
['Pre-foreclosure'],['E 34th St Apt 19H'],['New York'],['NY'],['10016'],"['$571,000']"
['Pre-foreclosure'],['Park Ave S Apt 3I'],['New York'],['NY'],['10010'],"['$2,080,000']"
['Pre-foreclosure'],['Broadway Apt 7E'],['New York'],['NY'],['10019'],"['$986,000']"
['Pre-foreclosure'],['Broadway Apt 21G'],['New York'],['NY'],['10019'],"['$1,475,000']"
['Pre-foreclosure'],['W 50th St'],['New York'],['NY'],['10019'],"['$808,000']"
['Pre-foreclosure'],['E 69th St Apt 19B'],['New York'],['NY'],['10021'],"['$1,567,000']"
['Pre-foreclosure'],['W 187th St'],['New York'],['NY'],['10033'],"['$1,056,000']"
['Pre-foreclosure'],['Chambers St Apt 3N'],['New York'],['NY'],['10007'],"['$940,000']"
['Pre-foreclosure'],['Adam C Powell Blvd'],['New York'],['NY'],['10027'],['N/A']
['Pre-foreclosure'],['W 136th St'],['New York'],['NY'],['10030'],"['$1,860,000']"
['Pre-foreclosure'],['E 58th St Apt 16H'],['New York'],['NY'],['10022'],"['$1,200,000']"
['Pre-foreclosure'],['Central Park S'],['New York'],['NY'],['10019'],"['$1,118,000']"
['Pre-foreclosure'],['W 123rd St'],['New York'],['NY'],['10027'],"['$1,765,000']"
['Pre-foreclosure'],['W 81st St'],['New York'],['NY'],['10024'],['N/A']
['Pre-foreclosure'],['Wall St Apt 735'],['New York'],['NY'],['10005'],"['$574,000']"
