selling_type,address,city,region,postal_code,price
['Pre-foreclosure'],['W 119th St'],['New York'],['NY'],['10026'],"['$2,035,000']"
['Pre-foreclosure'],['W 50th St'],['New York'],['NY'],['10019'],['N/A']
['Pre-foreclosure'],['W 133rd St'],['New York'],['NY'],['10030'],"['$1,869,000']"
['Pre-foreclosure'],['Pleasant Ave'],['New York'],['NY'],['10035'],"['$1,890,000']"
['Pre-foreclosure'],['W 63rd St'],['New York'],['NY'],['10023'],"['$1,365,000']"
['Pre-foreclosure'],['E 115th St'],['New York'],['NY'],['10029'],['N/A']
['Pre-foreclosure'],['Riverside Blvd Apt 7T'],['New York'],['NY'],['10069'],"['$1,092,000']"
['Pre-foreclosure'],['W 3rd St'],['New York'],['NY'],['10012'],['N/A']
['Pre-foreclosure'],['E 72nd St Apt 29D'],['New York'],['NY'],['10021'],"['$1,586,000']"
['Pre-foreclosure'],['W 15th St'],['New York'],['NY'],['10011'],"['$2,283,000']"
['Pre-foreclosure'],['W Broadway'],['New York'],['NY'],['10013'],"['$2,304,000']"
['Pre-foreclosure'],['Rivington St Apt 8B'],['New York'],['NY'],['10002'],"['$796,000']"
['Pre-foreclosure'],['E 78th St Apt 15A'],['New York'],['NY'],['10075'],"['$1,107,000']"
['Pre-foreclosure'],['Rector Pl Apt 8S'],['New York'],['NY'],['10280'],"['$881,000']"
['Pre-foreclosure'],['Canal St'],['New York'],['NY'],['10002'],"['$924,000']"
['Pre-foreclosure'],['E 10th St'],['New York'],['NY'],['10009'],['N/A']
['Pre-foreclosure'],['W End Ave Apt 5C'],['New York'],['NY'],['10025'],"['$1,673,000']"
['Pre-foreclosure'],['W 137th St'],['New York'],['NY'],['10030'],"['$1,883,000']"
['Pre-foreclosure'],['E 78th St'],['New York'],['NY'],['10075'],"['$870,000']"
['Pre-foreclosure'],['E 78th St'],['New York'],['NY'],['10075'],"['$639,000']"
['Pre-foreclosure'],['Madison Ave'],['New York'],['NY'],['10035'],"['$709,000']"
['Pre-foreclosure'],['E 52nd St'],['New York'],['NY'],['10022'],"['$450,000']"
['Pre-foreclosure'],['A C Powell Blvd'],['New York'],['NY'],['10026'],['N/A']
['Pre-foreclosure'],['E 67th St'],['New York'],['NY'],['10065'],"['$1,950,000']"
['Pre-foreclosure'],['John St'],['New York'],['NY'],['10038'],['N/A']
['Pre-foreclosure'],['E 85th St'],['New York'],['NY'],['10028'],"['$1,737,000']"
['Pre-foreclosure'],['W 55th St'],['New York'],['NY'],['10019'],['N/A']
['Pre-foreclosure'],['Riverside Blvd'],['New York'],['NY'],['10069'],"['$1,255,000']"
['Pre-foreclosure'],['Riverside Blvd'],['New York'],['NY'],['10069'],['N/A']
['Pre-foreclosure'],['Convent Ave'],['New York'],['NY'],['10031'],"['$1,674,000']"
['Pre-foreclosure'],['Central Park W'],['New York'],['NY'],['10025'],"['$811,000']"
['Pre-foreclosure'],['E 25th St'],['New York'],['NY'],['10010'],"['$1,634,000']"
['Pre-foreclosure'],['Little West St'],['New York'],['NY'],['10280'],['N/A']
['Pre-foreclosure'],['E 19th St'],['New York'],['NY'],['10003'],"['$646,000']"
['Pre-foreclosure'],['E 60th St'],['New York'],['NY'],['10022'],['N/A']
['Pre-foreclosure'],['E 77th St Apt 9C'],['New York'],['NY'],['10075'],"['$1,210,000']"
['Pre-foreclosure'],['E 79th St'],['New York'],['NY'],['10075'],['N/A']
['Pre-foreclosure'],['Rector Pl Apt 7P'],['New York'],['NY'],['10280'],"['$563,000']"
['Pre-foreclosure'],['E 38th St Apt 38O'],['New York'],['NY'],['10016'],"['$650,000']"
['Pre-foreclosure'],['E 47th St'],['New York'],['NY'],['10017'],"['$920,000']"
['Pre-foreclosure'],['Central Park W Apt 18Y'],['New York'],['NY'],['10025'],"['$753,000']"
['Pre-foreclosure'],['E 30th St Apt 6M'],['New York'],['NY'],['10016'],"['$724,000']"
['Pre-foreclosure'],['W 42nd St Apt 14L'],['New York'],['NY'],['10036'],"['$824,000']"
['Pre-foreclosure'],['E 60th St'],['New York'],['NY'],['10022'],"['$744,000']"
['Pre-foreclosure'],['Spring St'],['New York'],['NY'],['10012'],['N/A']
['Pre-foreclosure'],['W 57th St Apt 9E'],['New York'],['NY'],['10019'],"['$650,000']"
['Pre-foreclosure'],['3rd Ave Apt 20A'],['New York'],['NY'],['10128'],"['$1,522,000']"
['Pre-foreclosure'],['W 115th St'],['New York'],['NY'],['10026'],"['$1,842,000']"
['Pre-foreclosure'],['Beach Rd'],['Hampton Bays'],['NY'],['10017'],['N/A']
['Pre-foreclosure'],['Ocean Walk'],['SAYVILLE'],['NY'],['10021'],"['$616,000']"
['Pre-foreclosure'],['Mount Morris Park W'],['New York'],['NY'],['10027'],"['$807,000']"
['Pre-foreclosure'],['W 32nd St'],['New York'],['NY'],['10001'],"['$1,332,000']"
['Pre-foreclosure'],['3rd Ave Apt 25C'],['New York'],['NY'],['10028'],"['$1,133,000']"
['Pre-foreclosure'],['E 83rd St Apt 9B'],['New York'],['NY'],['10028'],"['$1,619,000']"
['Pre-foreclosure'],['E 22nd St'],['New York'],['NY'],['10010'],"['$1,603,000']"
['Pre-foreclosure'],['E 66th St'],['New York'],['NY'],['10065'],"['$822,000']"
['Pre-foreclosure'],['Pine St'],['New York'],['NY'],['10005'],['N/A']
['Pre-foreclosure'],['W 135th St Apt 4L'],['New York'],['NY'],['10030'],"['$626,000']"
['Pre-foreclosure'],['Bowery'],['New York'],['NY'],['10012'],"['$1,605,000']"
['Pre-foreclosure'],['Fredrick Douglass Bl'],['NEW YORK'],['NY'],['10026'],['N/A']
['Pre-foreclosure'],['3rd Ave Apt 13H'],['New York'],['NY'],['10128'],"['$1,252,000']"
['Pre-foreclosure'],['W 23rd St Apt 6S'],['New York'],['NY'],['10011'],"['$825,000']"
['Pre-foreclosure'],['E 1st St'],['New York'],['NY'],['10003'],['N/A']
['Pre-foreclosure'],['St Nicholas Ave'],['New York'],['NY'],['10026'],['N/A']
['Pre-foreclosure'],['Bradhurst Ave Apt 8D'],['New York'],['NY'],['10039'],"['$853,000']"
['Pre-foreclosure'],['PARK PLACE'],[],[],[],"['$397,200']"
['Pre-foreclosure'],['WEST 56th STREET'],['CLINTON'],['NY'],['10019'],['N/A']
['Pre-foreclosure'],['W 118th St'],['New York'],['NY'],['10026'],"['$1,419,000']"
['Pre-foreclosure'],['W 125th St'],['New York'],['NY'],['10027'],"['$1,906,000']"
['Pre-foreclosure'],['E 131st St Apt 3B'],['New York'],['NY'],['10037'],"['$589,000']"
['Pre-foreclosure'],['Central Park W Apt 6J'],['New York'],['NY'],['10025'],"['$972,000']"
['Pre-foreclosure'],['E 46th St Apt 10E'],['New York'],['NY'],['10017'],"['$491,000']"
['Pre-foreclosure'],['Beekman St Apt 5B'],['New York'],['NY'],['10038'],"['$1,546,000']"
['Pre-foreclosure'],['W 140th St'],['New York'],['NY'],['10031'],"['$1,809,000']"
['Pre-foreclosure'],['IRVING PLACE'],['GRAMERCY'],['NY'],['10003'],['N/A']
['Pre-foreclosure'],['IRVING PLACE'],['GRAMERCY'],['NY'],['10003'],['N/A']
['Pre-foreclosure'],['W 126th St'],['New York'],['NY'],['10027'],"['$1,824,000']"
['Pre-foreclosure'],['E 37th St'],['New York'],['NY'],['10016'],"['$1,965,000']"
['Pre-foreclosure'],['W 161st St'],['New York'],['NY'],['10032'],"['$2,155,000']"
['Pre-foreclosure'],['W 96th St'],['New York'],['NY'],['10025'],['N/A']
['Pre-foreclosure'],['E 62nd St Apt 1A'],['New York'],['NY'],['10065'],"['$569,000']"
['Pre-foreclosure'],['E 85th St'],['New York'],['NY'],['10028'],['N/A']
['Pre-foreclosure'],['Hamilton Ter'],['New York'],['NY'],['10031'],"['$1,744,000']"
['Pre-foreclosure'],['W 149th St'],['New York'],['NY'],['10031'],"['$1,699,000']"
['Pre-foreclosure'],['W 50th St Apt 30E'],['New York'],['NY'],['10019'],"['$1,413,000']"
['Pre-foreclosure'],['W 136th St'],['New York'],['NY'],['10030'],"['$1,681,000']"
['Pre-foreclosure'],['3rd Ave Apt 29F'],['New York'],['NY'],['10128'],"['$1,213,000']"
['Pre-foreclosure'],['E 22nd St Apt 4M'],['New York'],['NY'],['10010'],"['$892,000']"
['Pre-foreclosure'],['W 122nd St'],['New York'],['NY'],['10027'],"['$1,679,000']"
['Pre-foreclosure'],['S End Ave Apt 432'],['New York'],['NY'],['10280'],"['$530,000']"
['Pre-foreclosure'],['W 66th St'],['New York'],['NY'],['10023'],['N/A']
['Pre-foreclosure'],['W 90th St'],['New York'],['NY'],['10024'],['N/A']
['Pre-foreclosure'],['2nd Ave'],['New York'],['NY'],['10029'],['N/A']
['Pre-foreclosure'],['Broadway'],['New York'],['NY'],['10023'],['N/A']
['Pre-foreclosure'],['W 117th St'],['New York'],['NY'],['10026'],"['$2,156,000']"
['Pre-foreclosure'],['W 136th St'],['New York'],['NY'],['10030'],"['$1,911,000']"
['Pre-foreclosure'],['Broadway'],['New York'],['NY'],['10023'],['N/A']
['Pre-foreclosure'],['E 25th St'],['New York'],['NY'],['10010'],['N/A']
['Pre-foreclosure'],['Saint Nicholas Ave'],['New York'],['NY'],['10031'],['N/A']
['Pre-foreclosure'],['W 66th St'],['New York'],['NY'],['10023'],['N/A']
['Pre-foreclosure'],['Cooper St'],['New York'],['NY'],['10034'],"['$236,000']"
['Pre-foreclosure'],['E 47th St'],['New York'],['NY'],['10017'],['N/A']
['Pre-foreclosure'],['Fredrick Douglass'],['New York'],['NY'],['10030'],['N/A']
['Pre-foreclosure'],['Park Ave'],['New York'],['NY'],['10016'],['N/A']
['Pre-foreclosure'],['W 122nd St'],['New York'],['NY'],['10027'],"['$2,020,000']"
['Pre-foreclosure'],['W 49th St'],['New York'],['NY'],['10019'],['N/A']
['Pre-foreclosure'],['S End Ave PH 2J'],['New York'],['NY'],['10280'],"['$770,000']"
['Pre-foreclosure'],['E 49th St'],['New York'],['NY'],['10017'],['N/A']
['Pre-foreclosure'],['E 43rd St Apt 9A'],['New York'],['NY'],['10017'],"['$1,534,000']"
['Pre-foreclosure'],['Chambers St Apt 2B'],['New York'],['NY'],['10007'],"['$2,237,000']"
['Pre-foreclosure'],['W 135th St Apt 12B'],['New York'],['NY'],['10030'],"['$1,031,000']"
['Pre-foreclosure'],['Barrow St'],['New York'],['NY'],['10014'],['N/A']
['Pre-foreclosure'],['Bowery Apt 8'],['New York'],['NY'],['10002'],"['$2,171,000']"
['Pre-foreclosure'],['Broadway'],['New York'],['NY'],['10023'],['N/A']
['Pre-foreclosure'],['Broadway'],['New York'],['NY'],['10023'],['N/A']
['Pre-foreclosure'],['W 67th St'],['New York'],['NY'],['10023'],['N/A']
['Pre-foreclosure'],['W 32nd St'],['New York'],['NY'],['10001'],['N/A']
['Pre-foreclosure'],['Prince St'],['New York'],['NY'],['10012'],"['$1,260,000']"
['Pre-foreclosure'],['E 38th St Apt 33K'],['New York'],['NY'],['10016'],"['$1,237,000']"
['Pre-foreclosure'],['W 137th St'],['New York'],['NY'],['10030'],['N/A']
['Pre-foreclosure'],['Edgecombe Ave'],['New York'],['NY'],['10030'],"['$1,790,000']"
['Pre-foreclosure'],['West St Apt 11J'],['New York'],['NY'],['10004'],"['$2,219,000']"
['Pre-foreclosure'],['West St'],['New York'],['NY'],['10004'],['N/A']
['Pre-foreclosure'],['Lexington Ave'],['New York'],['NY'],['10065'],['N/A']
['Pre-foreclosure'],['W 128th St'],['New York'],['NY'],['10027'],"['$2,210,000']"
['Pre-foreclosure'],['E 34th St'],['New York'],['NY'],['10016'],['N/A']
['Pre-foreclosure'],['Central Park W Apt 10N'],['New York'],['NY'],['10023'],"['$1,828,000']"
['Pre-foreclosure'],['W 49th St'],['New York'],['NY'],['10019'],['N/A']
['Pre-foreclosure'],['E 64th St'],['New York'],['NY'],['10065'],['N/A']
['Pre-foreclosure'],['8th Ave'],['New York'],['NY'],['10036'],['N/A']
['Pre-foreclosure'],['W 118th St'],['New York'],['NY'],['10026'],"['$2,242,000']"
['Pre-foreclosure'],['Central Park W'],['New York'],['NY'],['10023'],['N/A']
['Pre-foreclosure'],['Academy St'],['New York'],['NY'],['10034'],['N/A']
['Pre-foreclosure'],['W 122nd St'],['New York'],['NY'],['10027'],"['$1,997,000']"
['Pre-foreclosure'],['E 46th St Apt 3A'],['New York'],['NY'],['10017'],"['$482,000']"
['Pre-foreclosure'],['E 48th St'],['New York'],['NY'],['10017'],"['$820,000']"
['Pre-foreclosure'],['W 145th St'],['New York'],['NY'],['10031'],"['$2,055,000']"
['Pre-foreclosure'],['Columbus Ave Apt 7A'],['New York'],['NY'],['10023'],"['$2,192,000']"
['Pre-foreclosure'],['Prince St Apt 7A'],['New York'],['NY'],['10012'],"['$1,935,000']"
['Pre-foreclosure'],['W 134th St Apt 5B'],['New York'],['NY'],['10030'],"['$572,000']"
['Pre-foreclosure'],['Academy St'],['New York'],['NY'],['10034'],"['$342,000']"
['Pre-foreclosure'],['W 42nd St Apt 15J'],['New York'],['NY'],['10036'],"['$766,000']"
['Pre-foreclosure'],['Malcolm X Blvd'],['New York'],['NY'],['10027'],['N/A']
['Pre-foreclosure'],['E 64th St'],['New York'],['NY'],['10065'],['N/A']
['Pre-foreclosure'],['W 45th St'],['New York'],['NY'],['10036'],['N/A']
['Pre-foreclosure'],['W 55th St'],['New York'],['NY'],['10019'],['N/A']
['Pre-foreclosure'],['Central Park W Apt 17B'],['New York'],['NY'],['10025'],"['$1,603,000']"
['Pre-foreclosure'],['W 42nd St Apt 23D'],['New York'],['NY'],['10036'],"['$1,574,000']"
['Pre-foreclosure'],['River Ter'],['New York'],['NY'],['10282'],['N/A']
['Pre-foreclosure'],['E 76th St'],['New York'],['NY'],['10021'],['N/A']
['Pre-foreclosure'],['Straight Path'],['North Sea'],['NY'],['10028'],"['$715,000']"
['Pre-foreclosure'],['W 69th St'],['New York'],['NY'],['10023'],['N/A']
['Pre-foreclosure'],['W 162nd St'],['New York'],['NY'],['10032'],"['$1,593,000']"
['Pre-foreclosure'],['E Broadway'],['New York'],['NY'],['10002'],"['$1,393,000']"
['Pre-foreclosure'],['W 135th St'],['New York'],['NY'],['10030'],['N/A']
['Pre-foreclosure'],['Malcolm X Blvd'],['New York'],['NY'],['10027'],['N/A']
['Pre-foreclosure'],['W 38th St'],['New York'],['NY'],['10018'],['N/A']
['Pre-foreclosure'],['W 13th St'],['New York'],['NY'],['10011'],"['$2,151,000']"
['Pre-foreclosure'],['Saint Nicholas Ave'],['New York'],['NY'],['10032'],['N/A']
['Pre-foreclosure'],['Charles St'],['New York'],['NY'],['10014'],['N/A']
['Pre-foreclosure'],['West St Apt 21L'],['New York'],['NY'],['10004'],"['$2,219,000']"
['Pre-foreclosure'],['E 70th St'],['New York'],['NY'],['10021'],['N/A']
['Pre-foreclosure'],['Broadway Apt 8E'],['New York'],['NY'],['10019'],"['$986,000']"
['Pre-foreclosure'],['Water Mill Towd Rd'],['North Sea'],['NY'],['10016'],"['$1,320,000']"
['Pre-foreclosure'],['Frederick Douglass Blvd'],['New York'],['NY'],['10030'],['N/A']
['Pre-foreclosure'],['E 128th St'],['New York'],['NY'],['10035'],"['$1,369,000']"
['Pre-foreclosure'],['Rector Pl Apt 17E'],['New York'],['NY'],['10280'],"['$698,000']"
['Pre-foreclosure'],['Central Park W Apt 5V'],['New York'],['NY'],['10023'],"['$1,038,000']"
['Pre-foreclosure'],['W 166th St'],['New York'],['NY'],['10032'],"['$1,487,000']"
['Pre-foreclosure'],['E 82nd St'],['New York'],['NY'],['10028'],"['$1,313,000']"
['Pre-foreclosure'],['Central Park W Apt 18X'],['New York'],['NY'],['10025'],"['$846,000']"
['Pre-foreclosure'],['Greene St'],['New York'],['NY'],['10012'],"['$1,510,000']"
['Pre-foreclosure'],['Greene St'],['New York'],['NY'],['10012'],"['$1,532,000']"
['Pre-foreclosure'],['W 154th St'],['New York'],['NY'],['10032'],"['$1,765,000']"
['Pre-foreclosure'],['Convent Ave'],['New York'],['NY'],['10031'],"['$1,789,000']"
['Pre-foreclosure'],['W 42nd St Apt 34E'],['New York'],['NY'],['10036'],"['$1,004,000']"
['Pre-foreclosure'],['Sutton Pl'],['New York'],['NY'],['10022'],['N/A']
['Pre-foreclosure'],['W 89th St'],['New York'],['NY'],['10024'],"['$2,232,000']"
['Pre-foreclosure'],['Wall St Apt 622'],['New York'],['NY'],['10005'],"['$939,000']"
['Pre-foreclosure'],['Saint Nicholas Ave'],['New York'],['NY'],['10031'],['N/A']
['Pre-foreclosure'],['Park Row'],['New York'],['NY'],['10038'],"['$2,182,000']"
['Pre-foreclosure'],['W 136th St'],['New York'],['NY'],['10030'],"['$1,861,000']"
['Pre-foreclosure'],['5th Ave'],['New York'],['NY'],['10019'],['N/A']
['Pre-foreclosure'],['Rector Pl Apt 9S'],['New York'],['NY'],['10280'],"['$544,000']"
['Pre-foreclosure'],['E 33rd St Apt 2N'],['New York'],['NY'],['10016'],"['$1,313,000']"
['Pre-foreclosure'],['W 23rd St Apt N12G'],['New York'],['NY'],['10011'],"['$1,175,000']"
['Pre-foreclosure'],['E 46th St Apt 3J'],['New York'],['NY'],['10017'],"['$445,000']"
['Pre-foreclosure'],['Spring St'],['New York'],['NY'],['10012'],"['$2,174,000']"
['Pre-foreclosure'],['E 30th St'],['New York'],['NY'],['10016'],['N/A']
['Pre-foreclosure'],['E 30th St'],['New York'],['NY'],['10016'],['N/A']
['Pre-foreclosure'],['West St'],['New York'],['NY'],['10280'],['N/A']
['Pre-foreclosure'],['E 54th St Apt 34D'],['New York'],['NY'],['10022'],"['$2,256,000']"
['Pre-foreclosure'],['E 74th St Apt 3C'],['New York'],['NY'],['10021'],"['$1,893,000']"
['Pre-foreclosure'],['Bradhurst Ave'],['New York'],['NY'],['10039'],['N/A']
['Pre-foreclosure'],['W 12th St Apt 20C'],['New York'],['NY'],['10011'],"['$1,497,000']"
['Pre-foreclosure'],[],[],[],[],['N/A']
['Pre-foreclosure'],['Wall St Apt 540'],['New York'],['NY'],['10005'],"['$1,967,000']"
['Pre-foreclosure'],['Pine St'],['New York'],['NY'],['10005'],['N/A']
['Pre-foreclosure'],['W 17th St'],['New York'],['NY'],['10011'],['N/A']
['Pre-foreclosure'],['S End Ave Apt 602'],['New York'],['NY'],['10280'],"['$874,000']"
['Pre-foreclosure'],['Wall Street Ct'],['New York'],['NY'],['10005'],['N/A']
['Pre-foreclosure'],['Bowery'],['New York'],['NY'],['10002'],['N/A']
['Pre-foreclosure'],['W 12th St Apt 2D'],['New York'],['NY'],['10011'],"['$2,038,000']"
['Pre-foreclosure'],['Convent Ave'],['New York'],['NY'],['10031'],['N/A']
['Pre-foreclosure'],['Amsterdam Ave'],['New York'],['NY'],['10024'],"['$1,212,000']"
['Pre-foreclosure'],['Amsterdam Ave'],['New York'],['NY'],['10024'],"['$957,000']"
['Pre-foreclosure'],['Manhattan Ave Apt 7R'],['New York'],['NY'],['10025'],"['$770,000']"
['Pre-foreclosure'],['E 76th St Apt 7A'],['New York'],['NY'],['10021'],"['$2,193,000']"
['Pre-foreclosure'],['W 132nd St'],['New York'],['NY'],['10027'],"['$2,143,000']"
['Pre-foreclosure'],['Malcolm X Blvd'],['New York'],['NY'],['10027'],['N/A']
['Pre-foreclosure'],['E 128th St'],['New York'],['NY'],['10035'],"['$904,000']"
['Pre-foreclosure'],['E 38th St'],['New York'],['NY'],['10016'],['N/A']
['Pre-foreclosure'],['Riverside Blvd Apt 33D'],['New York'],['NY'],['10069'],"['$2,783,000']"
['Pre-foreclosure'],['E 38th St'],['New York'],['NY'],['10016'],"['$1,701,000']"
['Pre-foreclosure'],['Broad St Apt 1200'],['New York'],['NY'],['10005'],"['$1,518,000']"
['Pre-foreclosure'],['E 14th St Apt 5S'],['New York'],['NY'],['10009'],"['$2,434,000']"
['Pre-foreclosure'],['W 135th St Apt 4C'],['New York'],['NY'],['10030'],"['$768,000']"
['Pre-foreclosure'],['5th Ave Apt 7M'],['New York'],['NY'],['10026'],"['$967,000']"
['Pre-foreclosure'],['Saint Nicholas Ave'],['New York'],['NY'],['10031'],['N/A']
['Pre-foreclosure'],['Frederick Douglass Blvd'],['New York'],['NY'],['10039'],['N/A']
['Pre-foreclosure'],['7th Ave Apt 3W'],['New York'],['NY'],['10001'],"['$2,317,000']"
['Pre-foreclosure'],['W 116th St Apt 3A'],['New York'],['NY'],['10026'],"['$1,978,000']"
['Pre-foreclosure'],['W 110th St'],['New York'],['NY'],['10026'],['N/A']
['Pre-foreclosure'],['Park Ave S'],['New York'],['NY'],['10016'],['N/A']
['Pre-foreclosure'],['E 33rd St Apt 4M'],['New York'],['NY'],['10016'],"['$1,525,000']"
['Pre-foreclosure'],['Central Park S'],['New York'],['NY'],['10019'],['N/A']
['Pre-foreclosure'],['W 38th St'],['New York'],['NY'],['10018'],['N/A']
['Pre-foreclosure'],['W 110th St'],['New York'],['NY'],['10025'],['N/A']
['Pre-foreclosure'],['W 110th St'],['New York'],['NY'],['10025'],['N/A']
['Pre-foreclosure'],['E 95th St'],['New York'],['NY'],['10128'],['N/A']
['Pre-foreclosure'],['W 120th St'],['New York'],['NY'],['10027'],"['$1,146,000']"
['Pre-foreclosure'],['W 110th St'],['New York'],['NY'],['10025'],['N/A']
['Pre-foreclosure'],['Barrow St'],['New York'],['NY'],['10014'],['N/A']
['Pre-foreclosure'],['W 131st St'],['New York'],['NY'],['10027'],"['$1,945,000']"
['Pre-foreclosure'],['3rd Ave'],['New York'],['NY'],['10035'],['N/A']
['Pre-foreclosure'],['W 185th St'],['New York'],['NY'],['10033'],"['$757,000']"
['Pre-foreclosure'],['Lincoln Plz'],['New York'],['NY'],['10023'],['N/A']
['Pre-foreclosure'],['W 47th St Apt N5B'],['New York'],['NY'],['10036'],"['$976,000']"
['Pre-foreclosure'],['Rector Pl Apt 8F'],['New York'],['NY'],['10280'],"['$553,000']"
['Pre-foreclosure'],['Madison St Apt 9A'],['New York'],['NY'],['10002'],"['$625,000']"
['Pre-foreclosure'],['Malcolm X Blvd'],['New York'],['NY'],['10027'],['N/A']
['Pre-foreclosure'],['E 56th St Apt 16D'],['New York'],['NY'],['10022'],"['$1,310,000']"
['Pre-foreclosure'],['W 28th St'],['New York'],['NY'],['10001'],"['$1,730,000']"
['Pre-foreclosure'],['Bradhurst Ave'],['New York'],['NY'],['10039'],['N/A']
['Pre-foreclosure'],['3rd Ave Apt 20A'],['New York'],['NY'],['10128'],"['$1,560,000']"
['Pre-foreclosure'],['E 63rd St Apt 11A'],['New York'],['NY'],['10065'],"['$1,346,000']"
['Pre-foreclosure'],['W 110th St'],['New York'],['NY'],['10026'],['N/A']
['Pre-foreclosure'],['Park Ave'],['New York'],['NY'],['10021'],['N/A']
['Pre-foreclosure'],['3rd Ave Apt 24A'],['New York'],['NY'],['10128'],"['$1,476,000']"
['Pre-foreclosure'],['E 23rd St Apt 5C'],['New York'],['NY'],['10010'],"['$927,000']"
['Pre-foreclosure'],['E 22nd St'],['New York'],['NY'],['10010'],['N/A']
['Pre-foreclosure'],['W 42nd St Apt 8K'],['New York'],['NY'],['10036'],"['$759,000']"
['Pre-foreclosure'],['7th Ave'],['New York'],['NY'],['10001'],['N/A']
['Pre-foreclosure'],['Malcolm X Blvd'],['New York'],['NY'],['10027'],['N/A']
['Pre-foreclosure'],['E 129th St'],['New York'],['NY'],['10035'],"['$1,817,000']"
['Pre-foreclosure'],['E 36th St'],['New York'],['NY'],['10016'],['N/A']
['Pre-foreclosure'],['Malcolm X Blvd'],['New York'],['NY'],['10026'],['N/A']
['Pre-foreclosure'],['W 22nd St Apt 5A'],['New York'],['NY'],['10011'],"['$1,838,000']"
['Pre-foreclosure'],['W 22nd St Apt 5B'],['New York'],['NY'],['10011'],"['$1,749,000']"
['Pre-foreclosure'],['Central Park W Apt 4W'],['New York'],['NY'],['10025'],"['$934,000']"
['Pre-foreclosure'],['W 22nd St Apt 5C'],['New York'],['NY'],['10011'],"['$1,978,000']"
['Pre-foreclosure'],['W 120th St'],['New York'],['NY'],['10027'],"['$1,997,000']"
['Pre-foreclosure'],['E 46th St'],['New York'],['NY'],['10017'],['N/A']
['Pre-foreclosure'],['5th Ave'],['New York'],['NY'],['10022'],['N/A']
